hour_of_day,failed_login_attempts,data_transfer_mb,file_access_count,network_connections,distinct_files_touched,is_after_hours,is_known_device,cpu_spike_percent,risk_score,severity,is_anomalous,source,raw_message,file_path
18,0,28.22,4,4,2,0,1,34.5,9.84,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 2 related files by LAPTOP-ADMIN at hour 18:00 (28.22MB transferred).,/home/user/reports/Q3_summary.pdf
8,0,4.9,5,4,1,0,1,24.5,4.95,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 4 active connections, 5 file operations in session (after-hours=no).",
9,0,35.99,5,1,3,0,1,46.6,0.0,normal,0,file_scan,File access: /var/log/app/access.log touched 3 related files by LAPTOP-ADMIN at hour 09:00 (35.99MB transferred).,/var/log/app/access.log
16,0,39.34,4,0,3,0,1,20.1,5.41,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 0 active connections, 4 file operations in session (after-hours=no).",
18,7,246.23,28,11,10,0,0,56.6,98.95,critical,1,log_monitor,"Login node EXT-10.0.9.201: 7 failed attempts, 11 active connections, 28 file operations in session (after-hours=no).",
21,2,139.0,12,13,3,1,1,31.6,53.55,suspicious,1,file_scan,File access: /var/backups/customer_pii.csv touched 3 related files by WKSTN-01 at hour 21:00 (139.0MB transferred).,/var/backups/customer_pii.csv
8,5,742.01,24,19,10,0,0,51.3,100.0,critical,1,log_monitor,"Login node EXT-192.168.77.14: 5 failed attempts, 19 active connections, 24 file operations in session (after-hours=no).",
16,1,28.48,6,3,3,0,1,0.0,16.97,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 1 failed attempts, 3 active connections, 6 file operations in session (after-hours=no).",
18,0,20.0,3,3,5,0,1,22.5,17.85,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 5 related files by WKSTN-01 at hour 18:00 (20.0MB transferred).,/home/user/downloads/invoice_1042.pdf
10,1,97.11,17,8,3,0,1,7.4,25.91,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 3 related files by WKSTN-02 at hour 10:00 (97.11MB transferred).,/tmp/build_cache/output.json
17,0,9.69,7,2,3,0,1,32.2,1.21,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 2 active connections, 7 file operations in session (after-hours=no).",
11,0,50.61,5,4,2,0,1,33.8,19.55,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 4 active connections, 5 file operations in session (after-hours=no).",
16,0,9.95,2,4,1,0,1,49.3,9.35,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 1 related files by WKSTN-02 at hour 16:00 (9.95MB transferred).,/home/user/reports/Q3_summary.pdf
9,0,10.13,3,7,0,0,1,20.3,0.0,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 0 related files by WKSTN-01 at hour 09:00 (10.13MB transferred).,/home/user/reports/Q3_summary.pdf
9,0,94.22,6,4,1,0,1,13.9,18.78,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 4 active connections, 6 file operations in session (after-hours=no).",
16,1,17.6,4,3,4,0,1,96.2,17.46,normal,0,log_monitor,"Login node WKSTN-02: 1 failed attempts, 3 active connections, 4 file operations in session (after-hours=no).",
17,0,185.47,18,12,8,0,0,0.0,68.71,critical,1,file_scan,File access: /data/hr/employee_records.db touched 8 related files by UNKNOWN-HOST at hour 17:00 (185.47MB transferred).,/data/hr/employee_records.db
8,0,14.73,4,4,1,0,1,47.9,15.69,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 4 active connections, 4 file operations in session (after-hours=no).",
21,2,321.23,15,6,5,1,1,21.7,48.48,suspicious,1,file_scan,File access: /data/hr/employee_records.db touched 5 related files by SRV-DB-PRIMARY at hour 21:00 (321.23MB transferred).,/data/hr/employee_records.db
10,0,12.14,5,5,2,0,1,8.3,14.82,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 5 active connections, 5 file operations in session (after-hours=no).",
1,1,92.57,14,6,4,1,1,45.8,38.49,suspicious,1,log_monitor,"Login node SRV-DB-PRIMARY: 1 failed attempts, 6 active connections, 14 file operations in session (after-hours=yes).",
1,2,358.62,13,11,9,1,1,65.1,62.68,critical,1,file_scan,File access: /data/finance/payroll_2026.xlsx touched 9 related files by SRV-DB-PRIMARY at hour 01:00 (358.62MB transferred).,/data/finance/payroll_2026.xlsx
8,0,22.22,4,2,1,0,1,49.3,0.53,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 1 related files by WKSTN-02 at hour 08:00 (22.22MB transferred).,/home/user/notes/meeting_minutes.docx
10,0,14.7,5,3,2,0,1,55.1,11.11,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 3 active connections, 5 file operations in session (after-hours=no).",
13,3,86.36,18,7,2,0,1,34.8,42.7,suspicious,1,log_monitor,"Login node WKSTN-01: 3 failed attempts, 7 active connections, 18 file operations in session (after-hours=no).",
14,0,53.03,5,1,2,0,1,39.0,0.84,normal,0,file_scan,File access: /var/log/app/access.log touched 2 related files by LAPTOP-ADMIN at hour 14:00 (53.03MB transferred).,/var/log/app/access.log
13,1,55.4,3,4,6,0,1,63.5,27.65,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 1 failed attempts, 4 active connections, 3 file operations in session (after-hours=no).",
10,5,913.51,37,17,14,0,0,38.6,100.0,critical,1,file_scan,File access: /data/finance/payroll_2026.xlsx touched 14 related files by EXT-192.168.77.14 at hour 10:00 (913.51MB transferred).,/data/finance/payroll_2026.xlsx
11,0,51.51,4,3,0,0,1,43.7,9.28,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 3 active connections, 4 file operations in session (after-hours=no).",
17,1,22.76,2,1,4,0,1,46.5,0.0,normal,0,log_monitor,"Login node WKSTN-01: 1 failed attempts, 1 active connections, 2 file operations in session (after-hours=no).",
9,0,13.36,9,3,0,0,1,24.5,17.29,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 0 related files by SRV-DB-PRIMARY at hour 09:00 (13.36MB transferred).,/home/user/reports/Q3_summary.pdf
14,1,17.19,5,3,1,0,1,55.4,8.03,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 1 failed attempts, 3 active connections, 5 file operations in session (after-hours=no).",
15,0,7.41,2,4,4,0,1,9.8,4.28,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 4 active connections, 2 file operations in session (after-hours=no).",
17,0,44.45,3,3,4,0,1,55.5,17.47,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 3 active connections, 3 file operations in session (after-hours=no).",
9,6,547.51,34,16,10,0,0,32.4,100.0,critical,1,log_monitor,"Login node EXT-10.0.9.201: 6 failed attempts, 16 active connections, 34 file operations in session (after-hours=no).",
13,2,1000.0,38,15,11,0,0,51.2,100.0,critical,1,file_scan,File access: /data/hr/employee_records.db touched 11 related files by UNKNOWN-HOST at hour 13:00 (1000.0MB transferred).,/data/hr/employee_records.db
14,0,36.12,2,4,1,0,1,32.3,9.69,normal,0,file_scan,File access: /var/log/app/access.log touched 1 related files by LAPTOP-ADMIN at hour 14:00 (36.12MB transferred).,/var/log/app/access.log
4,2,425.45,10,11,6,1,0,40.0,74.26,critical,1,log_monitor,"Login node UNKNOWN-HOST: 2 failed attempts, 11 active connections, 10 file operations in session (after-hours=yes).",
20,5,224.84,17,6,9,0,1,31.0,48.68,suspicious,1,file_scan,File access: /var/backups/customer_pii.csv touched 9 related files by SRV-DB-PRIMARY at hour 20:00 (224.84MB transferred).,/var/backups/customer_pii.csv
18,0,19.11,6,5,0,0,1,19.1,8.62,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 0 related files by WKSTN-02 at hour 18:00 (19.11MB transferred).,/home/user/downloads/invoice_1042.pdf
17,0,5.46,3,2,1,0,1,0.0,2.21,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 1 related files by SRV-DB-PRIMARY at hour 17:00 (5.46MB transferred).,/tmp/build_cache/output.json
13,0,22.46,5,5,4,0,1,0.0,11.76,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 4 related files by SRV-DB-PRIMARY at hour 13:00 (22.46MB transferred).,/home/user/reports/Q3_summary.pdf
11,5,355.2,16,7,4,0,1,21.5,52.23,suspicious,1,log_monitor,"Login node WKSTN-02: 5 failed attempts, 7 active connections, 16 file operations in session (after-hours=no).",
9,0,10.61,6,7,0,0,1,42.4,16.78,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 7 active connections, 6 file operations in session (after-hours=no).",
18,0,85.33,3,3,1,0,1,44.6,6.06,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 1 related files by WKSTN-01 at hour 18:00 (85.33MB transferred).,/home/user/notes/meeting_minutes.docx
16,0,39.18,5,3,4,0,1,39.8,9.62,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 4 related files by LAPTOP-ADMIN at hour 16:00 (39.18MB transferred).,/home/user/reports/Q3_summary.pdf
15,1,43.0,2,5,1,0,1,20.1,8.63,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 1 related files by LAPTOP-ADMIN at hour 15:00 (43.0MB transferred).,/home/user/downloads/invoice_1042.pdf
12,0,15.79,4,1,3,0,1,19.9,3.68,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 1 active connections, 4 file operations in session (after-hours=no).",
14,0,31.81,5,5,0,0,1,70.7,13.22,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 0 related files by WKSTN-02 at hour 14:00 (31.81MB transferred).,/home/user/downloads/invoice_1042.pdf
11,0,2.08,2,0,0,0,1,21.8,0.0,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 0 active connections, 2 file operations in session (after-hours=no).",
11,0,35.84,3,1,4,0,1,77.5,1.46,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 1 active connections, 3 file operations in session (after-hours=no).",
17,0,24.22,2,4,3,0,1,53.4,13.09,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 4 active connections, 2 file operations in session (after-hours=no).",
15,2,150.61,16,12,10,0,1,20.8,52.13,suspicious,1,file_scan,File access: /data/finance/payroll_2026.xlsx touched 10 related files by WKSTN-01 at hour 15:00 (150.61MB transferred).,/data/finance/payroll_2026.xlsx
4,6,91.08,16,8,3,1,1,0.0,68.13,critical,1,log_monitor,"Login node WKSTN-01: 6 failed attempts, 8 active connections, 16 file operations in session (after-hours=yes).",
2,5,211.9,17,5,8,1,1,30.7,69.63,critical,1,file_scan,File access: /data/hr/employee_records.db touched 8 related files by WKSTN-01 at hour 02:00 (211.9MB transferred).,/data/hr/employee_records.db
12,1,236.17,16,11,4,0,1,55.1,33.52,suspicious,1,file_scan,File access: /var/backups/customer_pii.csv touched 4 related files by WKSTN-02 at hour 12:00 (236.17MB transferred).,/var/backups/customer_pii.csv
16,5,326.36,14,7,3,0,1,37.9,49.98,suspicious,1,file_scan,File access: /var/backups/customer_pii.csv touched 3 related files by LAPTOP-ADMIN at hour 16:00 (326.36MB transferred).,/var/backups/customer_pii.csv
10,0,17.8,5,4,1,0,1,30.6,15.47,normal,0,file_scan,File access: /var/log/app/access.log touched 1 related files by LAPTOP-ADMIN at hour 10:00 (17.8MB transferred).,/var/log/app/access.log
18,1,30.09,7,0,2,0,1,17.7,13.64,normal,0,log_monitor,"Login node WKSTN-01: 1 failed attempts, 0 active connections, 7 file operations in session (after-hours=no).",
10,0,29.86,4,1,0,0,1,9.0,0.0,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 1 active connections, 4 file operations in session (after-hours=no).",
19,4,98.39,19,6,7,0,0,48.1,74.93,critical,1,log_monitor,"Login node UNKNOWN-HOST: 4 failed attempts, 6 active connections, 19 file operations in session (after-hours=no).",
14,2,344.12,31,10,15,0,0,26.3,79.36,critical,1,file_scan,File access: /data/finance/payroll_2026.xlsx touched 15 related files by UNKNOWN-HOST at hour 14:00 (344.12MB transferred).,/data/finance/payroll_2026.xlsx
10,0,35.05,2,4,5,0,1,31.4,12.77,normal,0,file_scan,File access: /var/log/app/access.log touched 5 related files by SRV-DB-PRIMARY at hour 10:00 (35.05MB transferred).,/var/log/app/access.log
18,1,10.81,3,2,2,0,1,15.0,9.4,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 2 related files by WKSTN-02 at hour 18:00 (10.81MB transferred).,/home/user/notes/meeting_minutes.docx
13,0,81.96,1,2,0,0,1,51.6,12.23,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 0 related files by WKSTN-02 at hour 13:00 (81.96MB transferred).,/home/user/downloads/invoice_1042.pdf
9,0,71.72,2,6,1,0,1,37.4,10.71,normal,0,file_scan,File access: /var/log/app/access.log touched 1 related files by WKSTN-02 at hour 09:00 (71.72MB transferred).,/var/log/app/access.log
15,0,2.1,3,2,2,0,1,12.8,2.05,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 2 related files by WKSTN-02 at hour 15:00 (2.1MB transferred).,/home/user/notes/meeting_minutes.docx
1,1,83.24,18,7,3,1,1,39.6,40.03,suspicious,1,log_monitor,"Login node LAPTOP-ADMIN: 1 failed attempts, 7 active connections, 18 file operations in session (after-hours=yes).",
13,0,6.15,7,3,2,0,1,46.6,13.48,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 3 active connections, 7 file operations in session (after-hours=no).",
7,4,123.27,14,7,3,0,1,6.8,46.7,suspicious,1,file_scan,File access: /data/finance/tax_filings_2025.pdf touched 3 related files by WKSTN-01 at hour 07:00 (123.27MB transferred).,/data/finance/tax_filings_2025.pdf
11,0,4.28,3,2,2,0,1,18.1,5.18,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 2 active connections, 3 file operations in session (after-hours=no).",
9,1,11.97,7,1,5,0,1,50.8,20.94,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 1 failed attempts, 1 active connections, 7 file operations in session (after-hours=no).",
15,0,73.87,2,3,2,0,1,41.1,9.92,normal,0,file_scan,File access: /var/log/app/access.log touched 2 related files by WKSTN-01 at hour 15:00 (73.87MB transferred).,/var/log/app/access.log
10,0,13.45,1,4,4,0,1,48.4,16.09,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 4 active connections, 1 file operations in session (after-hours=no).",
15,0,4.66,6,3,1,0,1,0.0,6.55,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 3 active connections, 6 file operations in session (after-hours=no).",
8,0,46.36,3,4,4,0,1,4.7,19.46,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 4 related files by LAPTOP-ADMIN at hour 08:00 (46.36MB transferred).,/home/user/reports/Q3_summary.pdf
13,0,15.95,6,2,1,0,1,11.2,0.0,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 2 active connections, 6 file operations in session (after-hours=no).",
0,8,513.53,27,16,22,1,0,34.4,100.0,critical,1,log_monitor,"Login node EXT-192.168.77.14: 8 failed attempts, 16 active connections, 27 file operations in session (after-hours=yes).",
6,4,349.53,16,8,4,1,1,7.5,69.93,critical,1,log_monitor,"Login node SRV-DB-PRIMARY: 4 failed attempts, 8 active connections, 16 file operations in session (after-hours=yes).",
9,1,26.86,5,1,3,0,1,29.0,24.17,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 3 related files by WKSTN-01 at hour 09:00 (26.86MB transferred).,/home/user/downloads/invoice_1042.pdf
12,1,15.37,1,6,1,0,1,0.0,13.21,normal,0,file_scan,File access: /var/log/app/access.log touched 1 related files by WKSTN-01 at hour 12:00 (15.37MB transferred).,/var/log/app/access.log
8,0,9.61,4,7,1,0,1,23.0,18.81,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 1 related files by SRV-DB-PRIMARY at hour 08:00 (9.61MB transferred).,/home/user/downloads/invoice_1042.pdf
9,0,30.82,6,6,3,0,1,50.1,16.13,normal,0,file_scan,File access: /var/log/app/access.log touched 3 related files by LAPTOP-ADMIN at hour 09:00 (30.82MB transferred).,/var/log/app/access.log
0,2,296.44,20,9,7,1,1,6.2,71.55,critical,1,log_monitor,"Login node WKSTN-02: 2 failed attempts, 9 active connections, 20 file operations in session (after-hours=yes).",
6,4,352.8,15,8,5,1,1,30.8,66.3,critical,1,log_monitor,"Login node LAPTOP-ADMIN: 4 failed attempts, 8 active connections, 15 file operations in session (after-hours=yes).",
10,0,25.95,2,2,4,0,1,37.0,3.14,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 4 related files by LAPTOP-ADMIN at hour 10:00 (25.95MB transferred).,/home/user/notes/meeting_minutes.docx
11,2,36.83,4,4,3,0,1,44.4,22.33,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 3 related files by SRV-DB-PRIMARY at hour 11:00 (36.83MB transferred).,/home/user/downloads/invoice_1042.pdf
8,0,48.95,2,5,1,0,1,55.8,2.93,normal,0,file_scan,File access: /var/log/app/access.log touched 1 related files by WKSTN-02 at hour 08:00 (48.95MB transferred).,/var/log/app/access.log
9,6,595.62,34,13,11,0,0,25.8,100.0,critical,1,log_monitor,"Login node EXT-192.168.77.14: 6 failed attempts, 13 active connections, 34 file operations in session (after-hours=no).",
11,0,11.33,5,1,1,0,1,0.0,7.48,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 1 active connections, 5 file operations in session (after-hours=no).",
18,0,102.32,6,5,2,0,1,25.9,1.58,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 5 active connections, 6 file operations in session (after-hours=no).",
12,0,42.24,8,3,2,0,1,26.3,0.0,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 3 active connections, 8 file operations in session (after-hours=no).",
14,0,14.46,4,6,4,0,1,0.0,18.86,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 4 related files by LAPTOP-ADMIN at hour 14:00 (14.46MB transferred).,/home/user/downloads/invoice_1042.pdf
11,1,302.95,17,11,7,0,1,20.4,47.17,suspicious,1,file_scan,File access: /data/hr/employee_records.db touched 7 related files by WKSTN-02 at hour 11:00 (302.95MB transferred).,/data/hr/employee_records.db
11,0,14.9,6,2,2,0,1,46.2,21.55,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 2 active connections, 6 file operations in session (after-hours=no).",
8,0,35.3,3,1,5,0,1,27.9,14.32,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 1 active connections, 3 file operations in session (after-hours=no).",
12,1,12.59,5,2,2,0,1,38.8,8.02,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 2 related files by WKSTN-02 at hour 12:00 (12.59MB transferred).,/tmp/build_cache/output.json
15,10,405.23,32,12,14,0,0,59.6,100.0,critical,1,file_scan,File access: /var/backups/customer_pii.csv touched 14 related files by EXT-10.0.9.201 at hour 15:00 (405.23MB transferred).,/var/backups/customer_pii.csv
13,0,18.79,5,2,2,0,1,5.7,4.99,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 2 related files by SRV-DB-PRIMARY at hour 13:00 (18.79MB transferred).,/home/user/reports/Q3_summary.pdf
